## taxon_id	STRING_type	STRING_name_compact	official_name_NCBI
1968	periphery	Streptomyces cellulosae	Streptomyces cellulosae
1996	periphery	Microtetraspora glauca	Microtetraspora glauca
2002	periphery	Streptosporangium amethystogenes	Streptosporangium amethystogenes
2045	core	Pimelobacter simplex	Pimelobacter simplex
2055	core	Gordonia terrae	Gordonia terrae
2074	periphery	Pseudonocardia autotrophica	Pseudonocardia autotrophica
2110	core	Mycoplasma agalactiae	Mycoplasma agalactiae
2113	core	Mycoplasma californicum	Mycoplasma californicum
2325	core	Thermoanaerobacter kivui	Thermoanaerobacter kivui
2340	core	Solemya velum gill symbiont	Solemya velum
2342	periphery	Candidatus Sodalis pierantonius str. SOPE	Sodalis pierantonius
2423	core	Fervidobacterium islandicum	Fervidobacterium islandicum
2711	periphery	Citrus sinensis	Citrus sinensis
2754	periphery	Synergistes jonesii	Synergistes jonesii
2850	core	Phaeodactylum tricornutum	Phaeodactylum tricornutum
2880	core	Ectocarpus siliculosus	Ectocarpus siliculosus
2903	core	Emiliania huxleyi	Emiliania huxleyi
3055	core	Chlamydomonas reinhardtii	Chlamydomonas reinhardtii
3067	periphery	Volvox carteri	Volvox carteri
3075	periphery	Auxenochlorella protothecoides	Auxenochlorella protothecoides
3218	core	Physcomitrella patens	Physcomitrella patens
3641	core	Theobroma cacao	Theobroma cacao
3649	periphery	Carica papaya	Carica papaya
3656	core	Cucumis melo	Cucumis melo
3659	periphery	Cucumis sativus	Cucumis sativus
3694	core	Populus trichocarpa	Populus trichocarpa
3702	core	Arabidopsis thaliana	Arabidopsis thaliana
3711	core	Brassica rapa	Brassica rapa
3712	periphery	Brassica oleracea	Brassica oleracea
3750	core	Malus domestica	Malus domestica
3760	periphery	Prunus persica	Prunus persica
3827	periphery	Cicer arietinum	Cicer arietinum
3847	core	Glycine max	Glycine max
3880	periphery	Medicago truncatula	Medicago truncatula
3885	core	Phaseolus vulgaris	Phaseolus vulgaris
3983	core	Manihot esculenta	Manihot esculenta
3988	periphery	Ricinus communis	Ricinus communis
4006	periphery	Linum usitatissimum	Linum usitatissimum
4081	core	Solanum lycopersicum	Solanum lycopersicum
4096	periphery	Nicotiana sylvestris	Nicotiana sylvestris
4098	periphery	Nicotiana tomentosiformis	Nicotiana tomentosiformis
4113	core	Solanum tuberosum	Solanum tuberosum
4155	core	Erythranthe guttata	Erythranthe guttata
4432	core	Nelumbo nucifera	Nelumbo nucifera
